index	STT_AP	Confidence	Speed
0	0.7279958158255786	0.9997083	123970191.1111111
1	0.665395067285643	0.9999689	93035394.5945946
2	0.6717086199689689	0.9998993	90211388.8888889
3	0.7011738313951269	0.9999819	88517813.95348836
4	0.7467885581510377	0.999871	93494597.6744186
