Timestamp	CPU_Load	RAM_Avail
2022-05-01T13:28:48.225005	8.9	3810033664
2022-05-01T13:29:00.079007	65.8	3597783040
2022-05-01T13:29:11.771004	69.9	3593551872
2022-05-01T13:29:23.366504	62.8	3597459456
2022-05-01T13:29:35.117506	67.2	3609485312
2022-05-01T13:29:46.565003	54.1	3631169536
2022-05-01T13:29:58.338004	61.8	3606343680
2022-05-01T13:30:10.095505	66.0	3644760064
2022-05-01T13:30:21.671504	61.6	3627843584
2022-05-01T13:30:32.925505	64.6	3585687552
2022-05-01T13:30:44.788504	61.0	3565854720
2022-05-01T13:30:56.331505	61.1	3566985216
2022-05-01T13:31:07.460504	64.6	3531948032
2022-05-01T13:31:19.764503	60.3	3533705216
2022-05-01T13:31:31.472505	62.2	3533713408
2022-05-01T13:31:43.059506	65.1	3504070656
2022-05-01T13:31:55.444505	66.2	3502944256
2022-05-01T13:32:06.931504	67.4	3496046592
2022-05-01T13:32:18.385506	78.4	3049848832
2022-05-01T13:32:29.915006	80.5	2926411776
2022-05-01T13:32:41.683004	71.2	3010060288
2022-05-01T13:32:53.238005	66.2	3134935040
2022-05-01T13:33:04.516507	73.0	3134861312
2022-05-01T13:33:15.609005	69.8	3130851328
2022-05-01T13:33:27.080503	69.1	3212812288
2022-05-01T13:33:38.311506	65.2	3665260544
2022-05-01T13:33:49.396504	62.9	3810922496
2022-05-01T13:34:00.790008	66.6	3798048768
2022-05-01T13:34:11.816503	66.1	3827908608
2022-05-01T13:34:24.397505	62.3	3685117952
2022-05-01T13:34:36.681007	69.6	3651620864
2022-05-01T13:34:48.469006	72.6	3683901440
2022-05-01T13:35:01.137507	72.5	3692498944
2022-05-01T13:35:12.633505	74.4	3455393792
2022-05-01T13:35:24.274506	73.3	3432312832
2022-05-01T13:35:36.074506	75.9	3346710528
2022-05-01T13:35:47.175004	64.5	3412430848
2022-05-01T13:35:58.421005	62.5	3424772096
2022-05-01T13:36:09.659003	68.8	3568672768
2022-05-01T13:36:20.731007	67.4	3599405056
2022-05-01T13:36:32.886506	64.3	3622256640
2022-05-01T13:36:44.926507	64.7	3655741440
2022-05-01T13:36:56.333504	62.9	3650899968
2022-05-01T13:37:08.080505	67.5	3591249920
2022-05-01T13:37:19.352006	67.8	3610517504
2022-05-01T13:37:31.248006	63.1	3601063936
2022-05-01T13:37:43.110003	67.3	3655303168
2022-05-01T13:37:54.498505	64.9	3569324032
2022-05-01T13:38:05.796004	66.8	3564630016
2022-05-01T13:38:17.166503	63.3	3643240448
2022-05-01T13:38:28.530504	62.6	3677065216
2022-05-01T13:38:40.072506	74.2	4062781440
2022-05-01T13:38:52.016007	65.0	4065374208
2022-05-01T13:39:03.148005	71.5	3981889536
2022-05-01T13:39:15.766504	64.4	3994251264
2022-05-01T13:39:27.066503	68.5	3965886464
2022-05-01T13:39:38.109503	71.2	3967225856
2022-05-01T13:39:50.372505	64.3	3925532672
2022-05-01T13:40:01.949506	70.1	3987910656
2022-05-01T13:40:13.333003	69.3	3953496064
2022-05-01T13:40:25.036003	67.0	3970822144
2022-05-01T13:40:36.232506	70.2	3968339968
2022-05-01T13:40:48.101506	66.8	3933298688
2022-05-01T13:40:59.648016	68.0	3968270336
2022-05-01T13:41:12.637505	68.5	4031049728
2022-05-01T13:41:23.745503	65.8	3930370048
2022-05-01T13:41:36.167003	72.4	3960086528
2022-05-01T13:41:47.225507	69.7	4018626560
2022-05-01T13:41:59.165505	64.2	3912986624
2022-05-01T13:42:11.046505	73.2	3952189440
