Timestamp	CPU_Load	RAM_Avail
2022-06-18T15:11:09.655970	0.5	5766959104
2022-06-18T15:11:21.065556	7.7	5320921088
2022-06-18T15:11:32.292556	7.9	5310066688
2022-06-18T15:11:43.502055	7.4	5314813952
2022-06-18T15:11:54.502557	8.4	5292584960
2022-06-18T15:12:05.903555	8.2	5282050048
2022-06-18T15:12:16.930555	7.1	5298159616
2022-06-18T15:12:28.026555	8.1	5343760384
2022-06-18T15:12:39.086554	8.2	5351837696
2022-06-18T15:12:50.165055	9.7	5257236480
2022-06-18T15:13:01.442554	7.7	5299855360
2022-06-18T15:13:12.939055	7.9	5310574592
2022-06-18T15:13:24.072057	7.7	5332103168
2022-06-18T15:13:35.344055	7.2	5336268800
2022-06-18T15:13:46.828057	7.8	5344591872
2022-06-18T15:13:57.897055	8.4	5317300224
2022-06-18T15:14:09.068555	7.5	5330571264
2022-06-18T15:14:20.207557	7.7	5330796544
2022-06-18T15:14:31.349554	7.7	5344456704
2022-06-18T15:14:42.482060	9.9	5237989376
2022-06-18T15:14:53.680555	37.3	5593169920
2022-06-18T15:15:04.955522	23.4	5554384896
2022-06-18T15:15:16.022023	22.3	5519540224
2022-06-18T15:15:27.045523	21.7	5533696000
2022-06-18T15:15:38.131021	22.3	5529546752
2022-06-18T15:15:49.331524	22.7	5523746816
2022-06-18T15:16:00.378522	22.4	5482995712
2022-06-18T15:16:11.639522	22.5	5499408384
2022-06-18T15:16:22.925022	22.8	5495316480
2022-06-18T15:16:34.119522	22.5	5478690816
2022-06-18T15:16:45.196524	21.9	5504802816
2022-06-18T15:16:56.254522	22.7	5486501888
2022-06-18T15:17:07.441522	22.3	5507649536
2022-06-18T15:17:18.501521	16.6	5578248192
2022-06-18T15:17:29.625021	15.0	5572792320
2022-06-18T15:17:40.638523	14.8	5533925376
2022-06-18T15:17:51.739521	9.4	5556404224
2022-06-18T15:18:02.808521	8.1	5549690880
2022-06-18T15:18:14.015521	7.8	5545648128
2022-06-18T15:18:25.232021	7.1	5582954496
2022-06-18T15:18:36.637524	7.6	5568385024
2022-06-18T15:18:47.769024	9.0	5605543936
2022-06-18T15:18:58.965021	8.0	5532479488
2022-06-18T15:19:10.472521	7.3	5559025664
2022-06-18T15:19:21.656521	7.7	5531602944
2022-06-18T15:19:32.843021	7.7	5561933824
2022-06-18T15:19:44.011521	7.2	5570875392
2022-06-18T15:19:55.406521	8.2	5553954816
2022-06-18T15:20:06.574022	8.4	5566386176
2022-06-18T15:20:17.720521	7.4	5539680256
2022-06-18T15:20:29.078021	7.8	5580079104
2022-06-18T15:20:40.220521	7.7	5571076096
2022-06-18T15:20:51.582021	8.1	5574975488
2022-06-18T15:21:02.599521	7.9	5555331072
2022-06-18T15:21:13.601521	7.6	5572030464
2022-06-18T15:21:24.934021	7.7	5587468288
2022-06-18T15:21:35.979521	7.2	5589852160
2022-06-18T15:21:47.285021	7.9	5572481024
2022-06-18T15:21:58.472021	8.2	5561249792
2022-06-18T15:22:09.945021	7.7	5541466112
2022-06-18T15:22:21.371021	7.6	5571579904
2022-06-18T15:22:32.604022	8.0	5595570176
2022-06-18T15:22:43.860521	7.6	5595529216
2022-06-18T15:22:54.925021	7.7	5581090816
2022-06-18T15:23:05.982608	7.7	5567590400
2022-06-18T15:23:17.011609	7.7	5562306560
2022-06-18T15:23:28.406612	7.2	5602222080
2022-06-18T15:23:39.500110	8.0	5600333824
2022-06-18T15:23:50.839113	7.7	5602897920
2022-06-18T15:24:02.027110	8.0	5547134976
2022-06-18T15:24:13.093111	7.7	5572136960
2022-06-18T15:24:24.227108	7.7	5567799296
2022-06-18T15:24:35.300108	7.9	5581471744
2022-06-18T15:24:46.779110	7.3	5591384064
2022-06-18T15:24:57.946110	12.1	5568835584
2022-06-18T15:25:09.373108	9.2	5553504256
2022-06-18T15:25:20.430608	7.2	5582524416
2022-06-18T15:25:31.591608	7.5	5596823552
2022-06-18T15:25:42.852108	7.7	5605478400
2022-06-18T15:25:54.081108	8.2	5574295552
2022-06-18T15:26:05.336608	7.8	5570330624
2022-06-18T15:26:16.537608	7.9	5619392512
2022-06-18T15:26:27.585608	7.8	5600751616
2022-06-18T15:26:38.668108	7.4	5588750336
2022-06-18T15:26:49.914108	7.9	5588791296
2022-06-18T15:27:01.055108	13.5	5582925824
2022-06-18T15:27:12.243111	7.5	5576441856
2022-06-18T15:27:23.344108	7.6	5588234240
2022-06-18T15:27:34.352608	7.5	5599375360
2022-06-18T15:27:45.630109	9.5	5560209408
2022-06-18T15:27:56.884608	8.7	5524836352
2022-06-18T15:28:08.067109	8.1	5543469056
2022-06-18T15:28:19.078611	7.8	5550264320
2022-06-18T15:28:30.398608	7.1	5577986048
2022-06-18T15:28:41.882608	7.8	5592178688
2022-06-18T15:28:53.418613	8.0	5605687296
2022-06-18T15:29:04.565611	7.4	5636112384
2022-06-18T15:29:23.323272	1.0	5691625472
