Confidence	TP_FP
0.9890282154083252	TP
0.9889332056045532	FP
0.988649845123291	TP
0.9884761571884155	TP
0.9878076910972595	TP
0.9864653944969177	TP
0.9847846031188965	TP
0.9841943383216858	TP
0.9834798574447632	TP
0.9833449721336365	TP
0.9827238917350769	TP
0.9825208783149719	TP
0.9821112751960754	TP
0.9818760752677917	TP
0.9817962050437927	TP
0.9806385636329651	TP
0.9796835780143738	TP
0.9779233336448669	TP
0.9769966006278992	TP
0.9746175408363342	TP
0.9738508462905884	TP
0.9735365509986877	TP
0.9727030992507935	TP
0.9694982767105103	TP
0.9660897850990295	TP
0.9637219905853271	TP
0.9594525694847107	TP
0.9584890604019165	TP
0.9565125107765198	TP
0.9540192484855652	TP
0.9534605741500854	TP
0.9529760479927063	TP
0.9522361159324646	TP
0.9505903124809265	TP
0.9480934143066406	TP
0.9462689757347107	TP
0.9430296421051025	TP
0.9429428577423096	TP
0.9427667260169983	TP
0.9421679377555847	FP
0.9408204555511475	TP
0.9378862977027893	TP
0.9357960820198059	TP
0.9356793761253357	TP
0.9342197775840759	TP
0.9315356612205505	TP
0.9296243190765381	TP
0.9294328093528748	TP
0.9284517765045166	TP
0.9282986521720886	TP
0.9265537261962891	TP
0.9260440468788147	TP
0.925914466381073	TP
0.925777018070221	TP
0.923072338104248	TP
0.9976296424865723	TP
0.9787147045135498	TP
0.9648842215538025	TP
0.9533737897872925	TP
0.9006149768829346	TP
0.8231530785560608	TP
0.8026137948036194	TP
0.9999303817749023	TP
0.8890735507011414	FP
0.9991005659103394	TP
0.981092095375061	TP
0.9694199562072754	TP
0.9552508592605591	TP
0.9455869197845459	TP
0.9392213821411133	TP
0.9309571385383606	TP
0.8913784027099609	TP
0.8907124400138855	TP
0.8746545314788818	TP
0.9999942779541016	TP
0.9999779462814331	TP
0.9999579191207886	TP
0.9999393224716187	TP
0.9999383687973022	TP
0.9999147653579712	TP
0.9998706579208374	TP
0.9998693466186523	TP
0.9998466968536377	TP
0.9997971653938293	TP
0.9997838139533997	TP
0.9997715353965759	TP
0.9997689127922058	TP
0.9997257590293884	TP
0.9997077584266663	TP
0.9996868371963501	TP
0.9996684789657593	TP
0.9994818568229675	TP
0.999468982219696	TP
0.9994283318519592	TP
0.9993768334388733	TP
0.9993311166763306	TP
0.9992971420288086	TP
0.9992444515228271	TP
0.9991069436073303	TP
0.9987059831619263	TP
0.9985047578811646	TP
0.9981189370155334	TP
0.9978099465370178	TP
0.9975407123565674	TP
0.9965830445289612	TP
0.9965353012084961	TP
0.9961134195327759	TP
0.9956275224685669	TP
0.9955536723136902	TP
0.9954272508621216	TP
0.9942966103553772	TP
0.9941465854644775	TP
0.9931442737579346	TP
0.9884756803512573	TP
0.9876605272293091	TP
0.9876177906990051	TP
0.9868510365486145	TP
0.9847618341445923	TP
0.9828501343727112	TP
0.9804332256317139	TP
0.977944016456604	TP
0.9765392541885376	TP
0.9603738188743591	TP
0.9591475129127502	TP
0.942240297794342	TP
0.9371304512023926	TP
0.9350516200065613	TP
0.9667516946792603	FP
0.999962329864502	TP
0.9999947547912598	TP
0.9987115859985352	FP
0.9921379685401917	TP
0.9999661445617676	TP
0.9858360290527344	TP
0.9976716637611389	TP
0.9991449117660522	TP
0.9880704879760742	TP
0.9799302816390991	TP
0.97484290599823	TP
0.9078598618507385	TP
0.9927467703819275	TP
0.9849749207496643	TP
0.9676474332809448	TP
0.8897834420204163	TP
0.9999728202819824	TP
0.9999443292617798	TP
0.9999127388000488	TP
0.99974125623703	TP
0.8132750988006592	TP
0.9998099207878113	TP
0.9997676014900208	TP
0.9995496869087219	TP
0.9928820133209229	TP
0.9764643311500549	TP
0.8995717167854309	TP
0.8869591951370239	TP
0.8650886416435242	TP
0.9996691942214966	TP
0.9672245383262634	TP
0.9997027516365051	TP
0.9996323585510254	TP
0.9991855025291443	TP
0.9986140727996826	TP
0.9984983205795288	TP
0.9968559741973877	TP
0.9953102469444275	TP
0.993490993976593	TP
0.9921405911445618	TP
0.988660454750061	TP
0.9877325296401978	TP
0.9836772680282593	TP
0.9784456491470337	TP
0.9758946299552917	TP
0.9588087201118469	TP
0.9508460164070129	TP
0.9487876296043396	TP
0.9999324083328247	TP
0.9999144077301025	TP
0.9998880624771118	TP
0.9998056292533875	TP
0.9986667633056641	TP
0.9986194372177124	TP
0.9983043670654297	TP
0.9972748160362244	TP
0.9970800280570984	TP
0.9931724667549133	TP
0.9907093048095703	TP
0.9897435307502747	TP
0.9896482825279236	TP
0.9893279671669006	TP
0.9891583919525146	TP
0.9866659045219421	TP
0.982990026473999	TP
0.981044352054596	TP
0.9762774109840393	TP
0.9717146158218384	TP
0.9682897925376892	TP
0.96722811460495	TP
0.9615832567214966	TP
0.9590597748756409	TP
0.9434447884559631	TP
0.999962329864502	TP
0.9999562501907349	TP
0.9998582601547241	TP
0.9997515082359314	TP
0.9996476173400879	TP
0.999645471572876	TP
0.9993531107902527	TP
0.9993091821670532	TP
0.999228835105896	TP
0.9987945556640625	TP
0.9985373020172119	TP
0.9983477592468262	TP
0.9978247880935669	TP
0.9964686632156372	TP
0.9955588579177856	TP
0.9941354990005493	TP
0.992427408695221	TP
0.9748663306236267	TP
0.9543606638908386	TP
0.9472753405570984	TP
0.9446361660957336	TP
0.9319140911102295	TP
0.9998805522918701	TP
0.9987201690673828	TP
0.9996477365493774	TP
0.9242916107177734	FP
0.9999667406082153	TP
0.9999667406082153	TP
0.9999352693557739	TP
0.9998810291290283	TP
0.9998466968536377	TP
0.9996354579925537	TP
0.9995556473731995	TP
0.9995043277740479	TP
0.9977491497993469	TP
0.9938793182373047	TP
0.9805485010147095	TP
0.9606759548187256	TP
0.9496029019355774	TP
0.9998410940170288	TP
0.9996597766876221	TP
0.9994251728057861	TP
0.9948360919952393	TP
0.9282518029212952	TP
0.9253622889518738	TP
0.9869034290313721	TP
0.9999675750732422	TP
0.9999544620513916	TP
0.9998739957809448	TP
0.9995130300521851	TP
0.9988321661949158	TP
0.9885088801383972	TP
0.9253406524658203	TP
0.8961975574493408	TP
0.8701279759407043	TP
0.8159274458885193	TP
0.9999058246612549	TP
0.9998898506164551	TP
0.999592125415802	TP
0.9994164705276489	TP
0.9989984631538391	TP
0.9987577199935913	TP
0.9983718991279602	TP
0.9978468418121338	TP
0.988920271396637	TP
0.9851639270782471	TP
0.9749056696891785	TP
0.9374288320541382	TP
0.9265757203102112	TP
0.9231435060501099	TP
0.9170573353767395	TP
0.915804922580719	TP
0.8513492345809937	TP
0.9541389346122742	TP
0.9898141026496887	TP
0.9881190657615662	TP
0.9771115183830261	TP
0.8904354572296143	TP
0.8453918695449829	TP
0.9441251754760742	TP
0.9961225390434265	TP
0.9883058071136475	TP
0.9833358526229858	TP
0.9762591123580933	TP
0.9999699592590332	TP
0.9999629259109497	TP
0.9999303817749023	TP
0.999700665473938	TP
0.9996242523193359	TP
0.9990572333335876	TP
0.998304009437561	TP
0.9963983297348022	TP
0.9937735199928284	TP
0.9870330095291138	TP
0.9811187982559204	TP
0.9712166786193848	TP
0.9999150037765503	TP
0.9970588684082031	TP
0.8940295577049255	TP
0.9995911717414856	TP
0.9998804330825806	TP
0.9978164434432983	TP
0.9852361679077148	TP
0.9999985694885254	TP
0.8646328449249268	FP
0.9999909400939941	TP
0.9961291551589966	TP
0.8531886339187622	TP
0.9999569654464722	TP
0.9999487400054932	TP
0.9706200361251831	TP
0.9964246153831482	TP
0.9993137121200562	TP
0.9989649057388306	TP
0.9988304972648621	TP
0.9970824122428894	TP
0.9955500364303589	TP
0.9335590600967407	TP
0.9142745733261108	TP
0.9120743870735168	TP
0.999956488609314	TP
0.9998990297317505	TP
0.999859094619751	TP
0.9998206496238708	TP
0.9997628331184387	TP
0.9997486472129822	TP
0.9997362494468689	TP
0.9997270703315735	TP
0.9996864795684814	TP
0.9996445178985596	TP
0.9996340274810791	TP
0.9996218681335449	TP
0.9995085000991821	TP
0.9995037317276001	TP
0.9994879961013794	TP
0.9993834495544434	TP
0.9988600015640259	TP
0.9988417029380798	TP
0.998704195022583	TP
0.9978435039520264	TP
0.9970000386238098	TP
0.9951689839363098	TP
0.9931710958480835	TP
0.984684407711029	TP
0.9999188184738159	TP
0.9996002316474915	TP
0.9994246959686279	TP
0.802909255027771	TP
0.9999926090240479	TP
0.999447762966156	TP
0.8692576289176941	FP
0.9526009559631348	TP
0.9488367438316345	TP
0.9106991291046143	TP
0.8801218867301941	FP
0.8758814930915833	TP
0.8622906804084778	TP
0.999861478805542	TP
0.8547224998474121	TP
0.9999101161956787	TP
0.9992679953575134	TP
0.9962408542633057	TP
0.9947825074195862	TP
0.9931235909461975	TP
0.9878888726234436	TP
0.9829205870628357	TP
0.9809457659721375	TP
0.9301503896713257	TP
0.9995013475418091	TP
0.9994122982025146	TP
0.9994051456451416	TP
0.9992289543151855	TP
0.9991289973258972	TP
0.9990648627281189	TP
0.9987592697143555	TP
0.998742401599884	TP
0.9986182451248169	TP
0.9976798892021179	TP
0.9972577691078186	TP
0.996561586856842	TP
0.9937034249305725	TP
0.991956353187561	TP
0.9901371002197266	TP
0.9893417358398438	TP
0.9881028532981873	TP
0.9827619194984436	TP
0.9682480692863464	TP
0.9559537768363953	TP
0.9533870816230774	TP
0.9453756213188171	TP
0.8856404423713684	FP
0.8844945430755615	TP
0.9998428821563721	TP
0.9846763014793396	TP
0.9996644258499146	TP
0.9988792538642883	TP
0.9970212578773499	TP
0.9956289529800415	TP
0.987138032913208	TP
0.9868437647819519	TP
0.9832021594047546	TP
0.9675373435020447	TP
0.964599072933197	TP
0.957084059715271	TP
0.9507941007614136	TP
0.950131356716156	TP
0.913394033908844	TP
0.9128636717796326	TP
0.9093997478485107	TP
0.8658851385116577	FP
0.9918445944786072	TP
0.9855960607528687	TP
0.9766472578048706	TP
0.8704459071159363	TP
0.999997615814209	TP
0.9999856948852539	TP
0.9999746084213257	TP
0.9997487664222717	TP
0.9997416138648987	TP
0.9996916055679321	TP
0.8033244013786316	FP
0.9999767541885376	TP
0.9993667006492615	TP
0.9939595460891724	TP
0.9217139482498169	TP
0.8548048734664917	TP
0.8453895449638367	TP
0.999710738658905	TP
0.999427080154419	TP
0.998934805393219	TP
0.998589813709259	TP
0.9964589476585388	TP
0.9960124492645264	TP
0.9910053014755249	TP
0.9854025840759277	TP
0.9853765368461609	TP
0.973068118095398	TP
0.9663726091384888	TP
0.9579029679298401	TP
0.9575986266136169	TP
0.9417461156845093	TP
0.933764636516571	FP
0.9025554656982422	TP
0.889805257320404	TP
0.8686897158622742	TP
0.8590836524963379	TP
0.8585593104362488	TP
0.8471214771270752	TP
0.8456103801727295	TP
0.8387842774391174	TP
0.8142349720001221	FP
0.8141892552375793	TP
0.999852180480957	TP
0.9985988736152649	TP
0.9983552098274231	TP
0.9855716228485107	TP
0.9934087991714478	TP
0.9897184371948242	TP
0.9710677862167358	TP
0.967803955078125	TP
0.9608705043792725	TP
0.9547396302223206	TP
0.9364359378814697	TP
0.9127629995346069	TP
0.8905693888664246	TP
0.9993879795074463	TP
0.9999902248382568	TP
0.9784883260726929	FP
0.9991764426231384	TP
0.9974537491798401	TP
0.9970282912254333	TP
0.992423415184021	TP
0.991361677646637	TP
0.9908382296562195	TP
0.9906794428825378	TP
0.9519491195678711	TP
0.9018164277076721	TP
0.8795298337936401	FP
0.9830657243728638	TP
0.9821727871894836	TP
0.9612016677856445	TP
0.9605550765991211	TP
0.95098876953125	TP
0.9429976344108582	TP
0.9391718506813049	TP
0.9336883425712585	TP
0.929660975933075	TP
0.9275982975959778	TP
0.9215718507766724	TP
0.9161586761474609	TP
0.9138955473899841	TP
0.9084515571594238	TP
0.9082751870155334	TP
0.9078877568244934	TP
0.903789222240448	TP
0.9001936912536621	TP
0.8983298540115356	TP
0.898158848285675	TP
0.895602285861969	TP
0.8789446949958801	TP
0.8723313808441162	TP
0.8664358258247375	TP
0.8631936311721802	TP
0.8516516089439392	TP
0.8511892557144165	TP
0.8504780530929565	FP
0.850286066532135	TP
0.84770268201828	TP
0.8461511731147766	TP
0.8372055888175964	TP
0.8359644412994385	TP
0.8285481929779053	TP
0.8199842572212219	TP
0.8154860138893127	TP
0.8150610327720642	TP
0.8071965575218201	TP
0.8064760565757751	TP
0.800868034362793	TP
0.999891996383667	TP
0.9996328353881836	TP
0.9985030889511108	TP
0.9984170198440552	TP
0.994599461555481	TP
0.9888831973075867	TP
0.9863631129264832	TP
0.9857929348945618	TP
0.983956515789032	TP
0.9758749008178711	TP
0.9668617844581604	TP
0.9497838616371155	TP
0.9435251951217651	TP
0.9356832504272461	TP
0.9337125420570374	TP
0.9198657274246216	TP
0.8480978608131409	TP
0.8352870941162109	TP
0.9633656144142151	TP
0.904183566570282	TP
0.8539790511131287	TP
0.8476136922836304	TP
0.9998493194580078	TP
0.9579296112060547	FP
0.8598201870918274	FP
0.9999856948852539	TP
0.9999679327011108	TP
0.9999264478683472	TP
0.9771000146865845	TP
0.9721968173980713	TP
0.9715802073478699	TP
0.9549123644828796	TP
0.9437867403030396	TP
0.999881386756897	TP
0.9971824884414673	TP
0.9564647674560547	TP
0.9372847080230713	TP
0.9999898672103882	TP
0.9999430179595947	TP
0.9996808767318726	TP
0.9986470341682434	TP
0.9949918389320374	TP
0.9785521626472473	TP
0.9674499034881592	TP
0.959176242351532	TP
0.9108886122703552	TP
0.8984661102294922	TP
0.9700953960418701	TP
0.9455723166465759	TP
0.9447000026702881	TP
0.937491238117218	TP
0.8763569593429565	TP
0.8391867280006409	TP
0.8214661478996277	TP
0.9941588640213013	TP
0.9772323966026306	TP
0.8838345408439636	TP
0.9999465942382812	TP
0.9999333620071411	TP
0.9998949766159058	TP
0.999845027923584	TP
0.9998282194137573	TP
0.9998270869255066	TP
0.9997721314430237	TP
0.9997527003288269	TP
0.9997467398643494	TP
0.9996064305305481	TP
0.9995409250259399	TP
0.9992327690124512	TP
0.9982117414474487	TP
0.9981649518013	TP
0.9975785613059998	TP
0.9974939823150635	TP
0.9963279366493225	TP
0.9912776947021484	TP
0.9903880953788757	TP
0.9883997440338135	TP
0.9846887588500977	TP
0.9737939834594727	TP
0.9676834940910339	TP
0.9999773502349854	TP
0.9660437703132629	TP
0.8611931800842285	FP
0.9953006505966187	TP
0.9178619384765625	TP
0.9988871216773987	TP
0.9200965762138367	TP
0.8984042406082153	TP
0.8298550248146057	FP
0.8138483166694641	TP
0.9177926182746887	TP
0.872129499912262	FP
0.9830428957939148	TP
0.9984210729598999	TP
0.99774169921875	TP
0.9975169897079468	TP
0.9974890947341919	TP
0.9965523481369019	TP
0.9964886903762817	TP
0.9944456815719604	TP
0.99435955286026	TP
0.9942798614501953	TP
0.9939849972724915	TP
0.9930025935173035	TP
0.9702165722846985	TP
0.9440253973007202	TP
0.940924346446991	TP
0.9363511800765991	TP
0.9343879818916321	TP
0.9265612363815308	TP
0.912787675857544	TP
0.8997619152069092	TP
0.8965944647789001	TP
0.8953741192817688	TP
0.8757486343383789	TP
0.8321037888526917	TP
0.8205982446670532	TP
0.9984784722328186	TP
0.9979091286659241	TP
0.9978162050247192	TP
0.9997634291648865	TP
0.9996395111083984	TP
0.9785274863243103	TP
0.9674515724182129	TP
0.9999444484710693	TP
0.999921441078186	TP
0.9999169111251831	TP
0.9876965880393982	TP
0.9836158156394958	TP
0.832939088344574	FP
0.9999752044677734	TP
0.9997031092643738	TP
0.9996918439865112	TP
0.9996287822723389	TP
0.9995772242546082	TP
0.9955868721008301	TP
0.9857707023620605	TP
0.9726935029029846	TP
0.9715325236320496	TP
0.9496765732765198	TP
0.9482930898666382	TP
0.9461728930473328	TP
0.9434207081794739	TP
0.9387991428375244	TP
0.9378659725189209	TP
0.9321895837783813	TP
0.9319021105766296	TP
0.9318920373916626	TP
0.9287022352218628	TP
0.9198924899101257	TP
0.9188016057014465	TP
0.9178697466850281	TP
0.9099758863449097	TP
0.9023109674453735	TP
0.8993562459945679	TP
0.893802285194397	TP
0.8887890577316284	TP
0.8717815279960632	TP
0.8666439056396484	TP
0.9999910593032837	TP
0.9999383687973022	TP
0.99955815076828	TP
0.9890446662902832	TP
0.8299545049667358	TP
0.999958872795105	TP
0.9999819993972778	TP
0.9816640615463257	TP
0.9763637781143188	TP
0.9971338510513306	TP
0.9970340728759766	TP
0.9698993563652039	TP
0.9353929758071899	TP
0.9037579298019409	TP
0.9018575549125671	TP
0.8937756419181824	TP
0.8828353881835938	TP
0.838422954082489	TP
0.9999270439147949	TP
0.9405273795127869	FP
0.9996529817581177	TP
0.9994749426841736	TP
0.9974851608276367	TP
0.9974395036697388	TP
0.9999258518218994	FP
0.900679349899292	FP
0.9991545677185059	TP
0.9995765089988708	TP
0.9999459981918335	TP
0.999940037727356	TP
0.9994263648986816	TP
0.9987127780914307	TP
0.9985766410827637	TP
0.9982831478118896	TP
0.9951497912406921	TP
0.9902935028076172	TP
0.9873114824295044	TP
0.9771230220794678	TP
0.9689638614654541	TP
0.9612870216369629	TP
0.9571055173873901	TP
0.9997972846031189	TP
0.9982280135154724	TP
0.9979376792907715	TP
0.9975787997245789	TP
0.9973125457763672	TP
0.9960324168205261	TP
0.9945054650306702	TP
0.9934957027435303	TP
0.9876426458358765	TP
0.9875612854957581	TP
0.976845383644104	TP
0.9760332107543945	TP
0.9656571745872498	FP
0.9406870603561401	TP
0.9399929642677307	TP
0.9344265460968018	TP
0.8948953151702881	TP
0.9999885559082031	TP
0.9999786615371704	TP
0.9999485015869141	TP
0.9667892456054688	TP
0.976641833782196	TP
0.9649892449378967	TP
0.9634182453155518	TP
0.962193489074707	TP
0.9584013223648071	TP
0.9504175782203674	TP
0.9275463819503784	TP
0.9256927967071533	TP
0.9171866178512573	TP
0.9050092697143555	TP
0.8872805833816528	TP
0.886235773563385	TP
0.8644915223121643	TP
0.8378461003303528	TP
0.8237681984901428	TP
0.9999527931213379	TP
0.99772709608078	TP
0.9969745874404907	TP
0.9942765831947327	TP
0.9822108149528503	TP
0.96043461561203	TP
0.9496166706085205	TP
0.9098910093307495	TP
0.9998778104782104	TP
0.9980430603027344	TP
0.9960151314735413	TP
0.9957923889160156	TP
0.999524712562561	TP
0.999180257320404	TP
0.995039165019989	TP
0.9895697832107544	TP
0.9886539578437805	TP
0.9833747148513794	TP
0.9798263311386108	TP
0.9758278131484985	TP
0.9690885543823242	TP
0.9586203694343567	TP
0.9387573599815369	TP
0.9360449910163879	FP
0.9334930777549744	TP
0.9220741391181946	TP
0.9211275577545166	TP
0.8749182820320129	TP
0.9999977350234985	TP
0.9999878406524658	TP
0.9999997615814209	TP
0.9999957084655762	TP
0.9999902248382568	TP
0.9999750852584839	TP
0.9980900883674622	TP
0.9999890327453613	TP
0.9999874830245972	TP
0.9998857975006104	TP
0.9996857643127441	TP
0.9993602633476257	TP
0.999658465385437	TP
0.8829950094223022	FP
0.9774356484413147	TP
0.9662588238716125	TP
0.9426588416099548	TP
0.8919411897659302	TP
0.8740948438644409	TP
0.82501220703125	FP
0.9996885061264038	TP
0.9961118102073669	TP
0.9977465271949768	TP
0.9841679930686951	TP
0.930259644985199	TP
0.885854959487915	TP
0.8423807621002197	TP
0.9999966621398926	TP
0.999099850654602	TP
0.996325671672821	TP
0.9999661445617676	TP
0.9999396800994873	TP
0.9999806880950928	TP
0.999512791633606	TP
0.9989020824432373	TP
0.9983077049255371	TP
0.996213972568512	TP
0.9869425296783447	TP
0.9794470071792603	TP
0.9616954922676086	TP
0.8949519991874695	TP
0.8861443996429443	TP
0.9263181090354919	FP
0.9999940395355225	TP
0.999914288520813	TP
0.9993426203727722	TP
0.9992856383323669	TP
0.9983468055725098	TP
0.9916025996208191	TP
0.9414020776748657	TP
0.9794031977653503	FP
0.8943766355514526	FP
0.8244726061820984	FP
0.9995583891868591	TP
0.9978340268135071	TP
0.9894401431083679	TP
0.9890495538711548	TP
0.9962393045425415	TP
0.9920713305473328	TP
0.8304571509361267	TP
0.996215283870697	TP
0.9965565204620361	TP
0.9954545497894287	TP
0.9901464581489563	TP
0.9173953533172607	TP
0.8352375626564026	FP
0.9278576374053955	TP
0.9999834299087524	TP
0.9999397993087769	TP
0.9994737505912781	TP
0.9993808269500732	TP
0.9978669285774231	TP
0.969794750213623	TP
0.9592727422714233	TP
0.9536871314048767	TP
0.8981249928474426	FP
0.8030548095703125	TP
0.9716030359268188	TP
0.8953074216842651	TP
0.8831703662872314	TP
0.9857775568962097	TP
0.9679706692695618	TP
0.9653952717781067	TP
0.8883218765258789	TP
0.9999891519546509	TP
0.9995836615562439	TP
0.9995487332344055	TP
0.9995367527008057	TP
0.9995143413543701	TP
0.9995126724243164	TP
0.9994634985923767	TP
0.9993981122970581	TP
0.9989776611328125	TP
0.9985343217849731	TP
0.998258650302887	TP
0.9973816275596619	TP
0.9971717000007629	TP
0.9969437718391418	TP
0.9953952431678772	TP
0.9950344562530518	TP
0.9942795038223267	TP
0.9862463474273682	TP
0.9854318499565125	TP
0.9666450023651123	TP
0.9457535743713379	TP
0.8522866368293762	TP
0.8624769449234009	FP
0.9978031516075134	TP
0.9093724489212036	TP
0.8920623064041138	TP
0.8661730289459229	TP
0.9966922998428345	TP
0.9998195767402649	TP
0.9997326731681824	TP
0.9952710270881653	TP
0.8641168475151062	TP
0.8337025046348572	TP
0.833126962184906	TP
0.8086432814598083	TP
0.9999605417251587	TP
0.9991418123245239	TP
0.9899667501449585	TP
0.9739100933074951	TP
0.8981680870056152	TP
0.8505182862281799	TP
0.9993927478790283	TP
0.9964194297790527	TP
0.9924858808517456	TP
0.9817668795585632	TP
0.9815049767494202	TP
0.971501886844635	TP
0.9696739912033081	TP
0.9559044241905212	TP
0.942164421081543	TP
0.9395061731338501	TP
0.8501699566841125	TP
0.8490304946899414	TP
0.8297304511070251	TP
0.821897029876709	TP
0.9955376386642456	TP
0.9971491694450378	TP
0.9963952898979187	TP
0.9921906590461731	TP
0.9885778427124023	TP
0.9786868691444397	TP
0.9758467674255371	TP
0.999207079410553	TP
0.9997997879981995	TP
0.9997376799583435	TP
0.9996981620788574	TP
0.9992352724075317	TP
0.9982331991195679	TP
0.9972620010375977	TP
0.9965333938598633	TP
0.9914816617965698	TP
0.9887338876724243	TP
0.9880963563919067	TP
0.9796353578567505	TP
0.9692297577857971	TP
0.9651429057121277	TP
0.9363363981246948	TP
0.9284201860427856	TP
0.923090398311615	TP
0.9217455387115479	TP
0.9208883047103882	TP
0.9020712971687317	TP
0.8966851830482483	TP
0.8826285004615784	TP
0.9998505115509033	TP
0.9854322075843811	TP
0.9999376535415649	TP
0.9946737289428711	TP
0.9886916875839233	TP
0.9739462733268738	TP
0.9999903440475464	TP
0.9801561832427979	FP
0.9229598641395569	FP
0.9997534155845642	TP
0.8797340393066406	TP
0.9945929646492004	TP
0.9927107095718384	TP
0.989966869354248	TP
0.937568187713623	FP
0.9999183416366577	TP
0.9985652565956116	TP
0.9977502226829529	TP
0.9948359727859497	TP
0.989100992679596	TP
0.9886426329612732	TP
0.9842586517333984	TP
0.9707859754562378	TP
0.9660835862159729	TP
0.8881935477256775	TP
0.8313128352165222	TP
0.9992408752441406	TP
0.9816784262657166	TP
0.9991771578788757	TP
0.9991095662117004	TP
0.9406688213348389	TP
0.8109958171844482	FP
0.9568278193473816	TP
0.8407767415046692	TP
0.9600808024406433	TP
0.9999754428863525	TP
0.9999123811721802	TP
0.9998940229415894	TP
0.9957668781280518	TP
0.9977843165397644	TP
0.8546845316886902	TP
0.9998124241828918	TP
0.854354977607727	TP
0.9993979930877686	TP
0.9035722017288208	TP
0.8354511857032776	TP
0.8285424709320068	TP
0.8179153203964233	TP
0.8094227910041809	TP
0.9702060222625732	TP
0.9998373985290527	TP
0.9983848333358765	TP
0.9407399296760559	TP
0.8922834396362305	TP
0.9985843896865845	TP
0.9983140230178833	TP
0.9975265860557556	TP
0.9844698905944824	TP
0.9999501705169678	TP
0.9999102354049683	TP
0.9999079704284668	TP
0.9998262524604797	TP
0.9997146725654602	TP
0.9996531009674072	TP
0.9994285702705383	TP
0.9999380111694336	TP
0.9995787739753723	TP
0.9982220530509949	TP
0.9924949407577515	TP
0.9922865629196167	TP
0.9908198714256287	TP
0.971891462802887	TP
0.9445148706436157	TP
0.9317445755004883	TP
0.8037843108177185	TP
0.9996247291564941	TP
0.9980134963989258	TP
0.9933696985244751	TP
0.9806210398674011	TP
0.9769232869148254	TP
0.9491190910339355	TP
0.8974167704582214	FP
