Timestamp	CPU_Load	RAM_Avail
2022-06-18T18:57:54.681925	3.7	6418280448
2022-06-18T18:58:05.840926	68.4	6331510784
2022-06-18T18:58:17.083425	33.0	6384316416
2022-06-18T18:58:28.316925	68.6	6629289984
2022-06-18T18:58:39.378925	67.4	6604349440
2022-06-18T18:58:50.713425	66.4	6639071232
2022-06-18T18:59:01.967425	68.3	6612525056
2022-06-18T18:59:13.119425	69.9	6651924480
2022-06-18T18:59:24.269925	69.8	6676135936
2022-06-18T18:59:35.400925	67.3	6678888448
2022-06-18T18:59:47.401925	41.7	6617980928
2022-06-18T19:00:03.821425	28.2	6609158144
2022-06-18T19:00:14.825425	56.1	6645809152
2022-06-18T19:00:25.870425	60.5	6658523136
2022-06-18T19:00:36.944982	67.1	6633652224
2022-06-18T19:00:48.113981	58.0	6617325568
2022-06-18T19:00:59.133980	54.2	6619496448
2022-06-18T19:01:10.223981	65.0	6627180544
2022-06-18T19:01:21.278481	65.0	6652993536
2022-06-18T19:01:32.481981	68.9	6666080256
2022-06-18T19:01:43.663481	70.3	6625910784
2022-06-18T19:01:55.041981	67.8	6606991360
2022-06-18T19:02:06.293981	66.4	6606381056
2022-06-18T19:02:17.325480	64.4	6657495040
2022-06-18T19:02:28.561483	68.5	6649921536
2022-06-18T19:02:39.719480	66.7	6612332544
2022-06-18T19:02:50.992481	21.1	6596739072
2022-06-18T19:03:02.256481	67.5	6601244672
2022-06-18T19:03:13.413984	66.3	6627229696
2022-06-18T19:03:24.639481	71.2	7105138688
2022-06-18T19:03:35.796981	68.4	7082745856
2022-06-18T19:03:46.862481	70.1	7039885312
2022-06-18T19:03:58.108981	48.1	7053799424
2022-06-18T19:04:09.351482	71.5	7069495296
2022-06-18T19:04:20.355981	61.4	7091707904
2022-06-18T19:04:31.422982	66.2	7106400256
2022-06-18T19:04:42.751483	68.8	7056248832
2022-06-18T19:04:53.850481	69.5	7089717248
2022-06-18T19:05:05.122482	66.9	7087710208
2022-06-18T19:05:16.132980	68.7	7101366272
2022-06-18T19:05:27.264981	65.1	7105179648
2022-06-18T19:05:38.844482	57.5	7089504256
2022-06-18T19:05:49.947982	59.6	7072026624
2022-06-18T19:06:01.228481	65.2	7102468096
2022-06-18T19:06:12.495481	69.4	7097286656
2022-06-18T19:06:23.790481	68.6	7112224768
2022-06-18T19:06:35.297981	65.4	7105290240
2022-06-18T19:06:46.380483	71.2	7078416384
2022-06-18T19:06:57.510981	68.0	7057260544
2022-06-18T19:07:08.531481	69.4	7086288896
2022-06-18T19:07:19.918481	63.9	7101763584
2022-06-18T19:07:30.951481	57.7	7098601472
2022-06-18T19:07:42.080481	69.5	7071219712
2022-06-18T19:07:53.258481	70.3	7038316544
2022-06-18T19:08:04.493981	65.9	7060672512
2022-06-18T19:08:15.925480	55.9	7066910720
2022-06-18T19:08:27.132983	69.0	7081381888
2022-06-18T19:08:38.213981	65.7	7080521728
2022-06-18T19:08:49.476982	66.6	7037390848
